# resp_long: LLM background survey responses in long format | Generated: 2026-04-07 17:14
# 101 respondents x 66 items | Total rows: 6666
# submission_status values:
#   unique     - single complete submission for this pid
#   first-dup  - earlier of two complete submissions (keep second-dup for analysis)
#   second-dup - later of two complete submissions
#   incomplete - unfinished submission (finished = FALSE)
# Duplicate complete submissions (3 pids): 6jfSCh, 9g0fXm, NA
# Incomplete submissions (5 pids): 51XGeK, H254QA, lQ647f, y5lblN, NA
1,"pi5ub2","m","q2","pi5ub2","QID1321593225",,"Participant ID","TE","ML",,"Q2",,,"Participant ID","pi5ub2","pi5ub2",,"pi5ub2","pi5ub2","Participant ID",,"unique"
1,"pi5ub2","m","q2_23_9","4

Agree
","QID1",9,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",9,"I think generative AI technologies such as ChatGPT can help me become a better writer.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think generative AI technologies such as ChatGPT can help me become a better writer.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think generative AI technologies such as ChatGPT can help me become a better writer.","unique"
1,"pi5ub2","m","q2_23_10","5
Strongly agree
","QID1",10,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",10,"I can ask questions to generative AI technologies such as ChatGPT that I would otherwise not voice out to my teacher.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I can ask questions to generative AI technologies such as ChatGPT that I would otherwise not voice out to my teacher.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I can ask questions to generative AI technologies such as ChatGPT that I would otherwise not voice out to my teacher.","unique"
1,"pi5ub2","m","q2_23_11","5
Strongly agree
","QID1",11,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",11,"Generative AI technologies such as ChatGPT will not judge me, so I feel comfortable with it.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Generative AI technologies such as ChatGPT will not judge me, so I feel comfortable with it.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Generative AI technologies such as ChatGPT will not judge me, so I feel comfortable with it.","unique"
1,"pi5ub2","m","q2_23_12","4

Agree
","QID1",12,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",12,"I think AI technologies such as ChatGPT is a great tool for student support services due to anonymity.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think AI technologies such as ChatGPT is a great tool for student support services due to anonymity.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think AI technologies such as ChatGPT is a great tool for student support services due to anonymity.","unique"
1,"pi5ub2","m","q2_23_13","4

Agree
","QID1",13,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",13,"I believe generative AI technologies such as ChatGPT can help me save time.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I believe generative AI technologies such as ChatGPT can help me save time.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I believe generative AI technologies such as ChatGPT can help me save time.","unique"
1,"pi5ub2","m","q2_23_14","4

Agree
","QID1",14,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",14,"I believe AI technologies such as ChatGPT can provide me with unique insights and perspectives that I may not have thought of myself.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I believe AI technologies such as ChatGPT can provide me with unique insights and perspectives that I may not have thought of myself.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I believe AI technologies such as ChatGPT can provide me with unique insights and perspectives that I may not have thought of myself.","unique"
1,"pi5ub2","m","q2_23_15","4

Agree
","QID1",15,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",15,"I think AI technologies such as ChatGPT can provide me with personalized and immediate feedback and suggestions for my assignments.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think AI technologies such as ChatGPT can provide me with personalized and immediate feedback and suggestions for my assignments.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think AI technologies such as ChatGPT can provide me with personalized and immediate feedback and suggestions for my assignments.","unique"
1,"pi5ub2","m","q2_23_16","4

Agree
","QID1",16,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",16,"I think AI technologies such as ChatGPT is a great tool as it is available 24/7.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think AI technologies such as ChatGPT is a great tool as it is available 24/7.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think AI technologies such as ChatGPT is a great tool as it is available 24/7.","unique"
1,"pi5ub2","m","q2_23_17","5
Strongly agree
","QID1",17,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",17,"Using generative AI technologies such as ChatGPT to complete assignments undermines the value of a university education.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Using generative AI technologies such as ChatGPT to complete assignments undermines the value of a university education.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Using generative AI technologies such as ChatGPT to complete assignments undermines the value of a university education.","unique"
1,"pi5ub2","m","q2_23_18","2
Disagree
","QID1",18,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",18,"Generative AI technologies such as ChatGPT will limit my opportunities to interact with others and socialize while completing coursework.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Generative AI technologies such as ChatGPT will limit my opportunities to interact with others and socialize while completing coursework.","2
Disagree
","2 Disagree",2,"Disagree","<div style=""text-align: center;"">2<br /> Disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Generative AI technologies such as ChatGPT will limit my opportunities to interact with others and socialize while completing coursework.","unique"
1,"pi5ub2","m","q2_23_19","4

Agree
","QID1",19,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",19,"Generative AI technologies such as ChatGPT will hinder my development of generic or transferable skills such as teamwork, problem-solving, and leadership skills.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Generative AI technologies such as ChatGPT will hinder my development of generic or transferable skills such as teamwork, problem-solving, and leadership skills.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Generative AI technologies such as ChatGPT will hinder my development of generic or transferable skills such as teamwork, problem-solving, and leadership skills.","unique"
1,"pi5ub2","m","q2_23_20","4

Agree
","QID1",20,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",20,"I can become over-reliant on generative AI technologies.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I can become over-reliant on generative AI technologies.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I can become over-reliant on generative AI technologies.","unique"
1,"pi5ub2","m","q2_23_21","3
Neither agree nor disagree
","QID1",21,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",21,"The integration of generative AI technologies like ChatGPT in higher education will have a positive impact on teaching and learning in the long run.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - The integration of generative AI technologies like ChatGPT in higher education will have a positive impact on teaching and learning in the long run.","3
Neither agree nor disagree
","3 Neither agree nor disagree",3,"Neither agree nor disagree","<div style=""text-align: center;"">3<br /> Neither agree nor disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","The integration of generative AI technologies like ChatGPT in higher education will have a positive impact on teaching and learning in the long run.","unique"
1,"pi5ub2","m","q2_23_22","2
Disagree
","QID1",22,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",22,"I envision integrating generative AI technologies like ChatGPT into my teaching and learning practices in the future.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I envision integrating generative AI technologies like ChatGPT into my teaching and learning practices in the future.","2
Disagree
","2 Disagree",2,"Disagree","<div style=""text-align: center;"">2<br /> Disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I envision integrating generative AI technologies like ChatGPT into my teaching and learning practices in the future.","unique"
1,"pi5ub2","m","q25_1","4

Agree
","QID25",1,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",1,"I was satisfied with the summarization process.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I was satisfied with the summarization process.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I was satisfied with the summarization process.","unique"
1,"pi5ub2","m","q25_2","5
Strongly agree
","QID25",2,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",2,"I enjoyed the process.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I enjoyed the process.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I enjoyed the process.","unique"
1,"pi5ub2","m","q25_3","5
Strongly agree
","QID25",3,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",3,"I found it easy to complete the process.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I found it easy to complete the process.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I found it easy to complete the process.","unique"
1,"pi5ub2","m","q25_4","4

Agree
","QID25",4,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",4,"This summarization process helped me understand the material better.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - This summarization process helped me understand the material better.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","This summarization process helped me understand the material better.","unique"
1,"pi5ub2","m","q25_5","4

Agree
","QID25",5,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",5,"I feel like I learned something about using LLMs for reading and writing assignments.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I feel like I learned something about using LLMs for reading and writing assignments.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I feel like I learned something about using LLMs for reading and writing assignments.","unique"
1,"pi5ub2","m","q25_6","2
Disagree
","QID25",6,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",6,"I would use this summarization process again on my own.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I would use this summarization process again on my own.","2
Disagree
","2 Disagree",2,"Disagree","<div style=""text-align: center;"">2<br /> Disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I would use this summarization process again on my own.","unique"
1,"pi5ub2","m","q25_7","3
Neither agree nor disagree
","QID25",7,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",7,"I feel like I was able to express myself.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I feel like I was able to express myself.","3
Neither agree nor disagree
","3 Neither agree nor disagree",3,"Neither agree nor disagree","<div style=""text-align: center;"">3<br /> Neither agree nor disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I feel like I was able to express myself.","unique"
1,"pi5ub2","m","q25_8","4

Agree
","QID25",8,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",8,"I am satisfied with the final summary.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I am satisfied with the final summary.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I am satisfied with the final summary.","unique"
1,"pi5ub2","m","q25_9","2
Disagree
","QID25",9,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",9,"I feel ownership over the final summary.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I feel ownership over the final summary.","2
Disagree
","2 Disagree",2,"Disagree","<div style=""text-align: center;"">2<br /> Disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I feel ownership over the final summary.","unique"
1,"pi5ub2","m","q25_10","4

Agree
","QID25",10,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",10,"I am proud of the final summary.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I am proud of the final summary.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I am proud of the final summary.","unique"
1,"pi5ub2","m","q25_11","1
Strongly disagree","QID25",11,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",11,"The final summary sounds like my writing.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - The final summary sounds like my writing.","1
Strongly disagree","1 Strongly disagree",1,"Strongly disagree","<div style=""text-align: center;"">1<br /> Strongly disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","The final summary sounds like my writing.","unique"
